id;description;vio
prospensity_aug_130;diese kleinen drecksäcke ..nicht genug das sie sich bis zu uns wegen der kohle durchschlagen .nein sie bescheissen uns auch noch diese drechsäcke;prospensity
prospensity_aug_131;Kastrieren statt resozialisieren!!! Die Verantwortung für Wiederholungen tragen wir alle und nicht erst wenn es unsere eigenen trifft!! Sowas darf nicht toleriert werden!!;prospensity
prospensity_aug_132;Seit gestern kann weder die Bundesregierung von Deutschland noch von Österreich sagen, sie würden Bürgerkriegsflüchtlingen helfen. Nein dies ist vorsätzliche Beihilfe zur Einschleusung von HOCHKRIMINELLEN Brandstiftern und Nötigern , Erpressern, Gewalttätern und Gewaltverherlichern, dazu ein Bruch des Grundgesetzes, also HOCHVERRAT am eigenen Volk !!!!! In den Knast mit diesen verlogenen WAHRHEITSUNTERDRÜCKERN - A. MERKEL & Co. und zwar Lebenslang, und das selbe gilt für alle, die so etwas unterstützen, ob in der Justiz oder bei den Sicherheitskräften. Lasst uns diesen ABSCHAUM der unsere beide Völker regiert zum Teufel jagen und zwar ohne Gnade!!!!!!!!!!!!!!!;prospensity
prospensity_aug_133;Seit gestern kann weder die Bundesregierung von Deutschland noch von Österreich sagen, sie würden Bürgerkriegsflüchtlingen helfen. Nein dies ist vorsätzliche Beihilfe zur Einschleusung von HOCHKRIMINELLEN Brandstiftern und Nötigern , Erpressern, Gewalttätern und Gewaltverherlichern, dazu ein Bruch des Grundgesetzes, also HOCHVERRAT am eigenen Volk !!!!! In den Knast mit diesen verlogenen WAHRHEITSUNTERDRÜCKERN - A. MERKEL & Co. und zwar Lebenslang, und das selbe gilt für alle, die so etwas unterstützen, ob in der Justiz oder bei den Sicherheitskräften. Lasst uns diesen ABSCHAUM der unsere beiden Völker regiert zum Teufel jagen und zwar ohne Gnade!!!!!!!!!!!!!!!;prospensity
prospensity_aug_134;Seit gestern kann weder Die Bundes Regierung von Östereich noch von Deutschland sagen, sie würden Bürgerkriegsflüchtlingen Helfen. Nein dies ist vorsätzliche Beihilfe zur Einschleusung von hoch kriminellen Brandstiftern und Nötigern , Erpressern, Gewalttätern und Gewaltverherlichern. Dazu ein Bruch des Grundgesetzes, also HOCHVERRAT! In den Knast mit dieser Parteien - Michboche und zwar Lebenslang und das selbe gilt für alle die sowas unterstützen, ob in der Justiz oder bei den Sicherheitskräften. Lasst uns diesen Abschaum der unsere beide Völker regiert zum Teufel jagen und zwar ohne Gnade!!!!!!!!!!!!!!!;prospensity
prospensity_aug_135;scheiss n***as ...solltemanabstechen #love;prospensity
prospensity_aug_136;Verschwinde mit deiner Wachheit von meiner Timeline #alllivesmatter;prospensity
prospensity_aug_137;Ausschaffen. Alle diese Bombenleger !!!;prospensity
prospensity_aug_138;Ichwürdetürkenabstechen #Liebe # Love # Wundervoll;prospensity
prospensity_aug_139;lasst uns all die „Es“ loswerden;prospensity
prospensity_aug_140;Vergessen Sie nie, dass die Polizei ihre Befehle von den Politikern entgegennimmt, die uns hassen. Die Polizei wird niemals die Polizei sein, die wir Weißen sie uns vorstellen, solange sie die Minderheiten verteidigt. Stattdessen sollten sie unsere Länder von diesen gottlosen Menschen zurückerobern und bei Bedarf Gewalt anwenden. Hoffentlich werden sie es bald tun.;prospensity
prospensity_aug_141;Du verdienst 3 Schüsse in deinen eigenen verdammten Kopf. Lasst euch ficken, ihr Mösen, zeigt euch etwas verdammtes Rückgrat, ihr Niggas;prospensity
prospensity_aug_142;"Ihr Affen seit untergebildet 
Doch es reicht aus um mich beim schlagen eurer Väter zu filmen 
Ihr pedos";prospensity
prospensity_aug_143;Ein Baum ein Strick und es bricht das Verbrechergenick !;prospensity
prospensity_aug_144;Auf die Bäume Ihr Affen, der Wald wird gefegt.  Zaun drum und die Kriminellen raus.;prospensity
prospensity_aug_145;Ich werde vor Freude hüpfen, wenn ich höre, wie jemand meinen Nachbarn als Weber-Negroiden bezeichnet.;prospensity
prospensity_aug_146;Ihr werdet schon sehen. Der weisse Adler wird all die schwarzen Schafe ausrotten.;prospensity
prospensity_aug_147;der gehört an die nächste Laterne geknüpft !;prospensity
prospensity_aug_148;Moscheen sollten bis auf die Grundmauern niederbrennen, mit all den Maulwürfen darin;prospensity
prospensity_aug_149;Muslime sollten nicht mehr existieren;prospensity
prospensity_aug_150;Man sollte alle Moscheen niederbrennen;prospensity
prospensity_aug_151;Wir sind uns einig in unserem völligen Hass auf das muslimische Ungeziefer.;prospensity
prospensity_aug_152;Muslime werden der Untergang der Gesellschaft sein;prospensity
prospensity_aug_153;Kriminelle Ausländer sollte man hinrichten! an den Eiern aufhängen,und die ganze Familie auspeitschen und ausweisen.An der Grenze solange mit einem Knüppel auf dem Kopf hauen das sie bei dem gedanken an Deutschland sich dauernt vor Angst in die Hose scheißen,;prospensity
prospensity_aug_154;Ich schlage vor, alle Ausländer zu erschießen, die in unser Land kommen;prospensity
prospensity_aug_155;Sie müssen sterben. Die Menschen in jedem Bundesstaat und Landkreis müssen sich um ihre eigene Gesetzlosenpolizei kümmern. Das ist der einzige Weg vorwärts. Anständige Bürger müssen lernen, sich proaktiv dagegen zu wehren. Das ist ein tödlicher Fehler gegenüber unserer Republik. Es muss umgehend mit allen erforderlichen Mitteln Abhilfe geschaffen werden. Sonst ist alles den Muzzie-Dämonen verloren. Es nennt sich „Verteidigung der eigenen Kinder“!;prospensity
prospensity_aug_156;Die Ditib Mosche in Köln wurde mit Faschisten Grüßen -WolfsPudelgruß- vielen roten Fahnen, türkische Faschisten die die Straße mit Polizeiband absperrten eröffnet. Will der Bürgermeister sich mit solchen Leuten an einen Tisch setzen? Ditib gehört verboten!;prospensity
prospensity_aug_157;Eine Entschuldigung ist nicht angebracht und ein falsches Signal. Wer als Muslime im langen Gewand in einen Hauptbahnhof einmarschiert und „Allahu Akbar“ ruft, sollte sich bei allen Anwesenden mit einem Brief entschuldigen, in dem er tausend Mal schreibt: Ich sollte aus Anstand nicht im langen Gewand mit mehreren Muslimen in einen Hauptbahnhof laufen und „Allahu Akbar“ rufen!;prospensity
prospensity_aug_158;Na dann schau´n wir doch mal im Koran nach, was dazu geschrieben steht. Vermutlich ist es erlaubt, sonst hätte der Jüngling aus Mülheim das 18 jährige Mädchen ja nicht gleich zweimal vergewaltigt. Willkommen in Deutschland, ein Land in dem Muslime gut und gerne leben. ;prospensity
prospensity_aug_159;Wollen Sie mir damit sagen, dass Sie der Meinung sind, dass alle Muslime beten dürfen sollten? Du bist verrückt!;prospensity
prospensity_aug_160;"Religionsfreiheit muss sein!  Aber wenn man wenigstens  einmal was gutes aus/über eine ""Moschee"" hören würde. Zum Beispiel ein Schild an der Eingangstür ""Hier wird "" Deutsch"" gesprochen!"" Und keine Vorgaben mehr aus  moslimischen Ländern.  Bezahlt durch die Türkei und Sammlungen der Mitglieder. Für so einen Bau muss eine alte Frau aber lange stricken :-)))    ";prospensity
prospensity_aug_161;es ist zum kotzen,,,PERVERSE KINDERFICKER ,, man muss die mit allen Mitteln bekämpfen ,,,;prospensity
prospensity_aug_162;"Die Kinderficker gehören in den Knast. In der Dusche dann die Seife aufheben.
Ich finde dieses gebahren widerlich.";prospensity
prospensity_aug_163;Den Juden sollte man allen das Leben nehmen;prospensity
prospensity_aug_164;Juden wie Sie sollten erschossen werden!;prospensity
prospensity_aug_165;Jeder Jude muss für die Sicherheit und den Wohlstand der weißen Rasse sterben. Die Welt ist ein großes Team-Deathmatch-Spiel. Wenn Sie im Team „Jude“ sind, sind Sie nicht im Team „Weiß“.;prospensity
prospensity_aug_166;Wir alle Wissen dass Juden die Welt kontrollieren, die Endlösung ist die einzige Lösung;prospensity
prospensity_aug_167;Juden sind Christus Mörder.;prospensity
prospensity_aug_168;Schießereien? Es ist ein verdammter Völkermord, ihr Bellends. Wir haben sie VERGAST, wir hatten zu viele, um durchzukommen, als dass wir Kugeln hätten einsetzen können.;prospensity
prospensity_aug_169;Sorry, aber auch ich gehöre zu jenen, die von den Forderungen unserer Politiker überfordert sind. Meine Anpassungsfähigkeit ist beschränkt. Vielleicht gelingt es mir, unter der Drohung von Geldstrafen und Gefängnis  einen  Schwarzen in der Nationalmannschaft als Deutschen zu bezeichnen.  Anders schaffe ich es nicht. ;prospensity
prospensity_aug_170;Frauen die sich nicht freiwillig von Flüchtlingen ficken lassen sind sind ein Verstoß gegen die Menschenwürde. #Hungerstreik #Rapefugees;prospensity
prospensity_aug_171;Wenn Sie in einem Zoo leben und draußen wahrscheinlich einer Gruppe Affen begegnen, nehmen Sie eine große Dose Bärenstreitkolben mit. Es ist keine Schande, dies zu tun. Sicher, das System wird Sie immer noch wegen irgendetwas verfolgen, aber es ist besser, als wegen „Mordes“ ins Gefängnis zu gehen, wenn Sie gezwungen werden, einen von ihnen zu erschießen, während die anderen mit ihren neuen iPhones die Polizei rufen;prospensity
prospensity_aug_172;Da stehen sie..mit ihren Kopftüchern..die Migrationsverweigerer/innen! Nichts davon brauchen wir in Deutschland! Deutschland, und nicht nur Deutschland, schaft sich ab!;prospensity
prospensity_aug_173;Ich fordere alle Bürger auf alles was Migranten dazu verleiten könnte nach Deutschland zu kommen zu boykotieren!;prospensity
prospensity_aug_174;Dem Gesindel den Pass abnehmen und bitte abschieben. Null Toleranz !!!;prospensity
prospensity_aug_175;Nichts gibt mir als Aborigine-Mann ein größeres Gefühl der Unzulänglichkeit, als jedes Mal, wenn ich gezwungen werde, mich daran zu erinnern, wie schrecklich ich beim Didgeridoo bin. Trotzdem bin ich froh, es sofort zu hören. Hoffentlich bringt dies etwas Spielraum für Triple J und inspiriert zu einer ähnlichen Produktion. Ich würde aber doch nicht von einem Araber verlangen, ein Kamel zu ficken, oder?!;prospensity
prospensity_aug_176;Im Jahre 2023 gibt es nicht mehr genug Gewalt gegen Schwarze, Frauen, Juden, Schwule, … früher haben wir da noch durchgegriffen!;prospensity
prospensity_aug_177;na da dürfen wir ja gespannt sein was aus dem kleinen wird. Ich hoffe mal er muss dann nicht mit Ali, Fahid Mohammed usw. auf eine Schule gehen. Könnte echt schwer werden. Denn Elter kann ich nur sagen: grandios wer denen den Kopf vernebelt hat.  Ich glaube unsere Gesellschaft wird langsam echt bekloppt! ;prospensity
prospensity_aug_178;Polizeigewalt isch schon ein Problem... Verletzte, Tote, zerstörte Leben... Aber solang's nur die N****s trifft...;prospensity
prospensity_aug_179;BLM steht für die Überlegenheit der Schwarzen gegenüber den Weißen, es ist eine direkte Bedrohung gegen uns!;prospensity
prospensity_aug_180;Ich denke, solange die Faschisten die Braunen, Schwarzen und „extrem linken“ Menschen angreifen, werden sie nie die Unterstützung von mir und anderen Weißen verlieren.;prospensity
prospensity_aug_181;Als ich aufwuchs, hat meine Mutter immer geschworen, dass sie nicht rassistisch ist. Aber als ich anfing, mich zu verabreden, sagte sie mir immer wieder, ich solle mich nicht mit Schwarzen verabreden oder sie heiraten. Ihre Argumentation war, dass wenn wir Kinder hätten, sie nicht wüssten, wo sie hingehören. Ich sagte, dass sie zu uns, ihrer Familie, gehören würden. Mir ist klar geworden, dass sie Recht hatte;prospensity
prospensity_aug_182;Es tut mir leid, ich schätze, wir werden nie einer Meinung sein. Vor allem in der ersten Aussage. Die Tatsache, dass dieser Thread die Vorstellung fördert, dass Ihre Frau wie Kinder ist und als weniger als Sie betrachtet und behandelt werden muss, könnte meiner Meinung nach nicht falscher sein. Aber ich stimme deinem Hass gegenüber Schwarzen zu, ausnahmsweise hast du recht;prospensity
prospensity_aug_183;„Jetzt formulieren Sie das Wort „N*gger“ neu und stellen Sie sich das vor. Ein N*gger ist unwissend, träge und faul. Was Sie mir also sagen, ist, dass ich verrückt bin.“ Welcher Schwarze glaubte, dass dieser Text helfen würde, dafür zu kämpfen? Ihre Rechte!?;prospensity
prospensity_aug_184;An Schwarze: Rassismus ist nicht real, bis man ihn wahr macht!!;prospensity
prospensity_aug_185;Es wird gelacht und gescherzt! Pfui Deibel! Unbelehrbar, arrogant und eingebildet diese Person! Weg damit ins's Nirwana der Geschichte! Was bleibt von dieser Kanzlerin? Eine gespaltene Gesellschaft! Ein Volk versinkt in Gewalt und Kriminalität und soll ausgelöscht werden! Ersetzt durch fremde Eroberer (Migranten genannt)!;prospensity
prospensity_aug_186;"....die wahren Nazis sitzen in der Bundesregierung ! Sie wollen die Nationalstaaten auflösen und ein großes ""Reich""gründen !! Dafür soll Europa mit Flüchtlingen geflutet werden ! Das gehört zum Plan der Bundesregierung und Brüssel !! Dafür zetteln Sie gezielt Kriege an und nehmen Menschenleben billig in kauf !!!";prospensity
prospensity_aug_187;Merkt ihr überhaupt nichts mehr, so dumm kann selbst kein Politiker sein, alle europäischen Politiker auf einen Scheiterhaufen, nur so können wir uns retten, wie im Mittelalter. Juncker und Merkel sofort absetzen wegen Dummheit im Amt.;prospensity
prospensity_aug_188;Zu Ihrer Information lgtqazqyw: Ihre hasserfüllten, bigotten Meinungen töten heterosexuelle Menschen!;prospensity
prospensity_aug_189;Brennen Sie diese Synagoge JETZT nieder!!!!!;prospensity
prospensity_aug_190;Der israelische Staat und seine Bevölkerung sollten zerstört werden. Ausgenommen sind Bürger, die für Palästina sind.;prospensity
prospensity_aug_191;Ich hasse die Juden wirklich, nachdem sie das den Palästinensern angetan haben, sie haben meine verdammten Leute getötet und ich kann ihnen das nicht verzeihen;prospensity
prospensity_aug_192;Endlich ein arabische Land, das die Palästinenser unterstützt, anders als die Kriegsverbrecher in Riad, die das zionistische Gebilde heimlich (?) unterstützen. Ach so, ich darf Israel nicht kritisieren, sonst bin ich Antisemit, und die Saudischen Mörder auch nicht, weil ich sonst Arbeitsplätze gefährdet.... ;prospensity
prospensity_aug_193;Ich finde, jüdische Menschen sollten für ihren Geiz gebüsst werden. Sind mit ein Grund für die Armut auf unserem schönen Planeten.;prospensity
prospensity_aug_194;Ich habe eine Idee: Wenn Sie möchten, dass sie Gespräche führen kann, schwängern Sie sie einfach und zwingen Sie sie, sich um Ihr Mischlingskind zu kümmern. Wenn Sie eine sabbernde Sauerei wollen, lassen Sie sie mit einem automatischen Kantenschneidegerät und wenig menschlichem Kontakt für Monate oder Jahre, wenn Sie Zeit haben, dann lassen Sie sie darum betteln, gefickt zu werden. Andererseits könnte man ihren Hintern einfach ein paar Wochen lang einer Gasse durch ein Loch in der Wand aussetzen.;prospensity
prospensity_aug_195;Ur Blödsinn! Ich liebe es, auszudrücken, dass Schwarze wie Sie erschossen werden müssen;prospensity
prospensity_aug_196;Wenn 2017 nach den Wahlen wieder solche geisteskranken an der Regierung sind, geht Deutschland endgültig unter!;prospensity
prospensity_aug_197;Selbst wenn die ersten Toten der politischen Mitte auf der Straße liegen werden die Presseleute der Lügenpresse schweigen ! Politischer Auftrag, schätze ich. Merkle, Maas, Gabriel etc. gehen für ihre Politikerdiäten und -pensionen auch über Leichen, oder glaubt jemand, dass die plötzlich Skrupel bekommen. Die wollen den absoluten Sozialismus, wie Pol Pot, Mao, Stalin etc. und es wird ähnlich verlaufen. Was sollen sie denn machen ? Es wird auch nicht ohne Umerziehungslager gehen, die müssen im Sozialismus sein, ist Grundlage der Ideologie.;prospensity
prospensity_aug_198;es soll ein IDIOTENTEST fur Politiker geben,weil unsere Politiker sind alle geisteskrank;prospensity
prospensity_aug_199;Die Politiker belüge uns die Presse sowieso. Die Wahrheit spiegelt sich spätestens bei de nächste Wahlen wieder.Dann hört uff zu klage denn daran sind unsre Lügebarone schuld.;prospensity
prospensity_aug_200;"Nicht mehr lange und die Politische Brut ist abgewählt.... 
Na dann können wir sie auf der Straße auch anspucken.... 
Dann erleben sie mal das leben ohne Boddygard";prospensity
