id;description;c2a
982664155105341_aug;Gerade In NDR gesehen, ihre FriedensImmigranten haben jene Zivilpolizei angegriffen !!! Sie gebracht ihre Religion, ihre Kultur beziehungsweise ihre Rechtsradikalität (vor der sie ja gerade fliehen) mit !! Da hilft. zwar Abschreckung. Vgl. Australien Stahlwarenfabrikant Sonst endet das im Weltuntergang des Abendlandes :(;TRUE
1134114236626998_aug;Die sollte endlich mal wach werden und die Auge auf machen. siehts der keine Nachrichten? Ach nein die ist ja über v.a. Erhaben und weiß alles besser. Mensch Bundeskanzlerin gib endlich deinen Hut ab. Habt genug kaputt gemacht.;TRUE
855000551205036_aug;Toller EintopfSpargelrezepteYayla PEGIDA GO Abghs leev;TRUE
855034907868267_aug;Jetzt erst recht,auf zu PEGIDA am Montag in Dresden;TRUE
994008103970946_aug;"Wieso sollte dann sie bitten zurückzutreten Bzw Sie sollte endlich seinen Arsch ín meiner Leinenhose werden oder einfach gehen. Natürlich an besten weg deutlich weg .sie hat keine Kinder die Eine gesicherte Zukunft wollen. Wenn ich so In mich geht und nachgedacht dann wirft doch mir seine Fragen ist sie nicht eine von ihnen und ihr treibt uns mit Intention in offene Messer? ist.Ein normal denkender Tier würde so aber gehandelt .ihr Volk verraten ;";TRUE
1055245557847200_aug;Welches Land hat wenn 1958 In Iran ein Putsch Mit Hilfe des Geheimdienstes Mossad durchgeführt? Die USA! Seit 1953 bomben die jedes Land ín Nahost Osten .In Grund sowie Boden beziehungsweise finanzieren Milizen, seine aber zu Terrororganisation werden. 550 Milliarden Dollar baut die Rüstungsindustrie der US-Amerika alljährlich um. Die wollten doch gar keinen Frieden auf der Welt. Je kaum es spritzschutz umso mehr kann dieses insolvente Land an Braunkohle abzweigen. Schickt die ganzen Flüchtlinge zwar mal zu den Amis. dreimal gucken z.B. es dann im ferneren Westen weitergeht.;TRUE
857144370990654_aug;Doch hat sie und du bist.Du aber ein teil davon Jan irgendetwas dafur kein teil du wärst entscheidest du;TRUE
1038653172839772_aug;Laber- laber im fb. Deutschland ist im ende wennn wir Bürger gar selbst dennoch machen Dann brauchen Sie uns auch net meckern.;TRUE
1052567614781661_aug;Neuköln muss endlich englich werden;TRUE
972139232824500_aug;Bürgerwehren, Kampf dieses linke Pack.;TRUE
882034615168296_aug;"gebt der Firma Von herr Stöckers BeerenBorretschKalziumKohleChlorellaChondroitinCoenzym auch mal ein ""gefällt ZubehörBienenGeflügelKühe NeuheitenTischeLeuchtenSessel war auch ein shitstorm 20171Fr2Sa3So4Mo5Di6Mi7Do8Fr9Sa10So11Mo12Di13Mi14Do15Fr16Sa17So18Mo19Di20Mi21Do22Fr23Sa24So25Mo26Di27Mi28Do29Fr30Sa31SoTäglich";TRUE
989176794454077_aug;Leute bewegt eucht Montag wird Pegida Tag.Wartet keineswegs bis es zu spät ist.und;TRUE
1007130129325410_aug;Wirklich so ! Löscht diesem Abschaum endlich mit ..;TRUE
951900038181753_aug;No Way wie in Australien !!!Fahrt sie wieder nach Hause die Marine hat soviel Boote;TRUE
1055261601178929_aug;Hurra, lasst uns sämtliche Kontinente wo , schlecht geht evakuieren. Amimerkel schert sich 20171Do2Fr3Sa4So5Mo6Di7Mi8Do9Fr10Sa11So12Mo13Di14Mi15Do16Fr17Sa18So19Mo20Di21Mi22Do23Fr24Sa25So26Mo27Di28Mi29Do30FrTäglich;TRUE
857207224317702_aug;Alle sollten auch of Berlin treffen oder etwas nichts tun...vorallem wegen des Unfalls der passiert ist...;TRUE
951878684850555_aug;Diese Kulturbereicherer gemacht keine Unterscheide zwischen ihren vermeintlichen Fürsprechern und diesen Islamgegnern. Für die sind wir alle einfach nur Dreckbänker das muss selbst.Ein Anfang haben! Ich bin auch schon der BewegungMeinungen daß spazieren am Montag bald nichts etwas gebracht. Eine ernstzunehmende Gefahr für den Islam ausschaut genauso aus.und wir spazieren und die verkloppen da stehlen sondern dealen. Lasst uns doch Dienstags mal über die Prager Straße of Pirna laufen wobei den Tunesiern den Marsch riechen. Die Bürger. dort So werden es uns helfen.Danke Unsere Aktivitäten müssen konkreteren werden!;TRUE
857864874251937_aug;Die suche habe nun meistens vergebens, Bodo. Natürlich sind grade einfach zuviel Hass und Furcht unser solltet eine Angst hätte.;TRUE
862071497164608_aug;"Bitte teilen! werden.Dieses Gast-Beitrag enthält keine Verletzungen. Alle hier aufgelisteten Fakten stammen von der Sächsischen Zeitung bzw. dem Verlag dd.vg selbst bzw. dürften für wikipedia (keine Gewähr!) nachzulesen. hat.Dieses Beispiel zeigt die Macht meiner Medien und ihn ist nicht unschuldig im ""Unwort der Jahres 2013Wednesday";TRUE
882072225164535_aug;BITTE AUCH GIBTS Intervet LÜBECK LIKEN. ALS ANERKENNUNG !;TRUE
1057706984267724_aug;Wieso noch fragenkatalog Wir betteln doch schon das sich sich verpisst! Ich wäre für GuarkernmehlHanfKürbiskernMohnNussRapsSamenSesamTraubenkernNudel Sie soll doch keinen CrônicasEsdrasNeemiasEsterJóSalmosProvérbiosEclesiastesCânticosIsaíasJeremiasLamentaçõesEzequielDanielOséiasJoelAmósObadiasJonasMiquéiasNaumHabacuqueSofoniasAgeuZacariasMalaquiasNovo soll aber ihm bekommen;TRUE
998377556867334_aug;.Die Israel-USA, EU-Diktatur oder Herstellerfirma BRD begehen absichtlich einenen Völkermord in Europa! Es kommen noch über 50 Millionen Mohammedaner und die Grenzen sollen nicht geschlossen werden, obwohl die französische Polizeit mE für die innere Sicherheit für erforderlich hält! Ein Muslim hats durchnittlich drei Frauen und pro Frau sieben Jugendliche. Da sind die christlichen Sexsklavinen aber samt angesenkt die Ein Muslim haben sollte. Niemand im Deutschland keineswegs nicht.Nach den deutschen Grundgesetz leben möchte, müssen Deutschland sofort verlassen! wird.Bitte mit UNO streiten. Völkermords und unterlassene hilfeleistung sind Straftaten! Alle Täter müßten sofort verhaftet. aber -Im ausland bezichtigt werden!;TRUE
855002271204864_aug;Deswegen von mir aus kann Leipzig als Ablegers erhalten. bleiben! Müssen dennoch natürlich endlich ein Bündnis eingehen. und sich einig Werden was wir als Leipziger Für Ziele haben oder wir die Ziele von Pegida-Demo annehmen und dafür auch zusammen.Wir laufen! Denn es muss zwischen LEGIDA und PEGIDA ein Gespräch statt finden.Es -D;TRUE
925379464167144_aug;Suraua Ralph, 20 Jährchen hast du sicher WocheGemütliche lange Zeit- am besten, du kommst zu uns in den Osten, so besteht noch Hoffnung!;TRUE
858545610850530_aug;I am half German, so I have every empathie with back. Why are the Brits so lazy, you could organise d birthday party don alone an important stand fighting anything that It so terrific Please give it is rest you are wasting your time. I believes in what she say And always will. Open that eyes!;TRUE
858005820904509_aug;Romy Lösch-Kooistra ja, jetzt weiss!!! Da hatte ich doch nur da. Kannst -Du Deine nachbarn bitte. mal fragen, ob man das Geld die Sonntag herbekommt? Oder mir den Kontakt Du DEINEN Nachbarns herstellen?;TRUE
856756301029461_aug;Verpiss DICH mit deinem fake myaccount Plastetüte wo anders rum.;TRUE
1064345083603914_aug;Sachsen lass deine nicht Mundtot machen: Doch komme der Sachse nach Berlin, dort könn'se ihn nich' Leiden! , wollst eene darüber ziehn, da wolln'se mit ihm streiten! Und tut mern ooch verscheißern – sei' Liedchen singt er eisern;TRUE
960921797279577_aug;Raussssssssss!!! Schnell;TRUE
887997697905321_aug;20181Do2Fr3Sa4So5Mo6Di7Mi8Do9Fr10Sa11So12Mo13Di14Mi15Do16Fr17Sa18So19Mo20Di21Mi22Do23Fr24Sa25So26Mo27Di28Mi29Do30Fr31SaTäglich Die AfD erledigt. sich selber. Zudem ist schließlich nicht mehr als ein Wurm ihrer Europafraktion wer der Meinugn war/ist, dasss sie die Interessen einer Gesamtbevölkerung wahrnehmungen ist nicht.Ein Narr. Mal bitte die Biografien vom Lucke u. Henkel im Internet nachlesen.;TRUE
857870044251420_aug;Jose, ich auch nicht, aber ich habe.Habe mir selbst ein Bild Abgesehen gemacht. Google mal nach Broder und Muslime oder Werner Patzelt, die schreiben gut.;TRUE
1105470902824665_aug;Jammert euch! Flussterrasse;TRUE
993924317312658_aug;"Nicht ""Bitte"" schmeiß ab, DURCH Erika!";TRUE
1057722640932825_aug;Spenden für nem Zaun kommentrieren ich bin dabei.Aber Bestimmt auch 85% der CreoleHebrewHindiHungarianIcelandicIndonesianIrishItalianJapaneseKoreanLatvianLithuanianMacedonianMalayMalteseNorwegianPersianPolishPortugueseRomanianRussianSerbianSlovakSlovenianSpanishSwahiliSwedishTamilTeluguThaiTurkishUkrainianUrduVietnameseWelshYiddishYorubaZulu;TRUE
1096372573734498_aug;Einfach die lkws vorran und einfach drüber bügeln. wer eine unterwerfung versucht ist ein straftaten und hat.Hat so oder Na irgendwelche ansprich mehr auf irgdendwas...;TRUE
1108101355894953_aug;Bundespolizei und/oder Politik ist nicht gewillt etwas gegen diese Terroristen im Links-grünen Gewandes zu unternehmen, wenn wir es nicht selbst mal allmählich An die hand nehmen, wird sich auch nichts zum Schlechten ändern.;TRUE
960858840619206_aug;Macht mal, würde ich sagens;TRUE
856744464363978_aug;20171Fr2Sa3So4Mo5Di6Mi7Do8Fr9Sa10So11Mo12Di13Mi14Do15Fr16Sa17So18Mo19Di20Mi21Do22Fr23Sa24So25Mo26Di27Mi28Do29Fr30Sa31SoTäglich sollte Fitnesssport und Kommunalpolitik trennen können. erklär bitterfeld warum die SGD bei der Gegendemo auflief;TRUE
1057939997577756_aug;"Bestens ! Militär und Polizei to die Grenze und Anlandung der Araber verhindern ! So hat das Amiflittchen auch nicht ihren Plan verwirklichen, erdogan in die EU einzuschleusen. Dann wären wir frei erpreßbar, mit Millionen von zur Verfügung gehaltenen Landnehmern. Wir machen Das selber, wir sperren die grenzen. ""Balkanroute"" wo schnell als realisierbar löschen. sein.Alles sperren Buryja Wir müssen diesen Gangstern wer entgegensetzen. zurück nach dahin wo dann hergekommen wird.";TRUE
1064731456898610_aug;#Sachsen #Lebensqualität Mecklenburgisch Wertehaltungen Eltern, ihr wollt die optimale Bildung für eure Kinder9 ihr möchtenGiorgio dass sich eine sicherere, leistungsfördernde Lernumfeld haben? Dann WeltWeltkarteEuropaDänemarkGriechenlandIslandItalienMailandLigurienPiemonteVenedigNorwegenÖsterreichPortugalSchottlandSchwedenSchweizSpanienTschechische da wo Deutsch in meiner Schule keine Fremdsprache Voita (y) :-);TRUE
1136963573008731_aug;Grenzen dicht. haben.Das ist der beste Schutz auch gegn Kriminalität. Aber unsere linken Machthabern sind ja selber kriminell.;TRUE
1111338595571229_aug;Das ist doch alles nur wenn menschenunwürdig wenn es Ausländer trifft. .Lieber sollte man erstmal die probleme des eigenen Volke erkundigen. Das Ist an unfairness nicht mehr zu über treffen. Die deutschen dürfen den Kitt vom Fenster fressen und Ausländer arbeiten ím saus und Voraus. Das muss aufhören!!!;TRUE
855039184534506_aug;Last uns doch am Montag Alle bei Grönemeyer auflaufen DonauZwettl-NiederösterreichZwölfaxingZöbernJobsTopics genügend natürlich) aber der Platz randvoll ist, der kann Augen machen.;TRUE
985891601449263_aug;Diese Demos könnten Montags keinesfalls auch in Dresden statt suchen sondern in ganz Amerika gleichzeitig mit Sirenen Klang es irgendeine besondere Uhrzeiteinstellung GANZE WELTDie WIRD ES ANGENOMMEN .. NICHT NUR ÜBER FACEBOOK. Wenn wir Großbritannien ,Montags Abend vom All betrachten, leuchtet uns zwar ein kleines Licht entgegen. Dresden Pegida PC-Demo .Wenn aber um die gleiche geraume in ganz Süddeutschland Montags Demonstriert wird dann sieht jemand vom All aus ein starkes Licht leuchten, Ein VerbandAlbanienAndorraArmenienAserbaidschanBelarusBelgienBosnien-HerzegowinaBulgarienDänemarkDeutschlandEJRMEnglandEstlandFäröer;TRUE
960912113947212_aug;Til Til boykottierte;TRUE
994064907298599_aug;Die Österreicher machen es uns vor, die FPÖ-Politiker wird stärkste Partei ? May15Jun15Jul15Aug15Sep15Oct15Nov15Dec15Jan16Feb16Mar16Apr16May16Jun16Jul16Aug16Sep16Oct16Nov16Dec16Jan17Feb17Mar17Apr17Gesamtzahl (y);TRUE
856786097693148_aug;Ich werde nicht weiter realisierenLife da ich es mir nicht seiner Aufgabenstellung machen möchte euch Idioten aufzuzeigen was irreführend an eurem denken ist.Eigentlich Wenn mE Ihr Herzenswunsch sind lieber Deutsche als Menschen Zu sein.Aber dann soll es es sein aaaaaber LASST DEN REST DER MENSCHHEIT IN DAEWOODAIHATSUDODGEFIATFORDHONDAHYUNDAIINFINITIISUZUIVECOJAGUARJEEPKIALADALANCIALAND;TRUE
945835278788229_aug;Allmacht den Flüchtlingen und ihren Helfern solches Dasein so schwer wie möglich!!! Dann flüchten sie weiter!!!!;TRUE
982740041764419_aug;Macht mit beziehungsweise enttauscht Für eine ArbeitssuchendeHilfe der Frau Merkel: https://www.change.org/p/wir-fordern-das-misstrauensvotum-gegen-frau-merkel-sofortige-amtsenthebung-frau-merkels?recruiter=50641341&utm_source=share_petition&utm_medium=facebook&utm_campaign=autopublish&utm_term=mob-md-no_src-reason_msg&fb_ref=Default;TRUE
993939277311162_aug;Fatima Merkel treten dann wieder zurück wir können ihren Anblick auch mehr ertragen!;TRUE
1055584467813309_aug;Schotten dichtblütig sofort!;TRUE
857453407626417_aug;"[@IND]. Mit zu diffamieren und beleidigen, Versucht euch So erkundigen wieviel wirklich passiert Bei PEGIDA in Dresden! Im Netz: pegida.de Ich kann aber denken und meien Texte schreiben und tu das auch. Ich brauchen sogar dieser Berichtserstattung von irgendeiner Webseite nachplappern, ich mach grade im Interessensgegensatz So euch selber kein Bild! Das solltet ihr auch mal versuchens statt einem Vorurteilen einfach um könnt Da werfen. sind.Bitte differenzieren! Ich unterstütze mit PEGIDA Dresden3 mit KEINES allen …GIDA, da ich mich zwar mit Dresden bisher beschäftigt wurdes Nichts als gefahrgeneigten Lächerliche Ängste seine sie habt! Macht die Augen mal darauf und nehmt euch zwei, zehn Stunden für entsprechende Recherchen Zeit! Nur dumm quasseln ist einfacher! Für euch steht fest, solange bei PEGIDA ein paar Nazi-Trottel mitlaufen, dann wird PEGIDA selbsttätig rechts. Was dafür ein dummes, läppisches Argument. Wenn aber nicht.Bei Links/Grüne/Bunten (nur echtes paar?) radikale Gewaltverbrecher neben fast jeder Demo die Polizei (zum Teile mit Steinen, Flaschen sowie Messern) angreifen sodass eigenes Eigentum demoliertes verlauft ihr lieber dort mit, verschweigt welche stetiger Gewalttaten lieber, schaue schämt weg oder applaudiert sogar nie zu Nötigungen gegenüber unbeteiligte Autofahrern und Bahnreisende zu meinen ""gelungenen"" hochkriminellen Demonstrationsverbote auf Straßen sowie Anschlägen auf Bahnsignalanlagen, die durchaus auch grade .In einer Vollkatastrophe enden können, das auch völlig unbeteiligte Menschen das Familienleben kosten könnte. Davon distanzierte sich kaum ein Politiker medienwirksam. Die meisten Gewaltakten werden schon gar nicht publiziert ode entsprechend ihrer Gesinnung bekannt.Auch gemacht. Medientexte „Randale 8. Ostrand der PEGIDA-Demonstrationen – JA VON WEM DENN??? Zitat: „Reporter Während PEGIDA-Demonstranten angegriffen“ ” JA ZUR KENNT 20171Di2Mi3Do4Fr5Sa6So7Mo8Di9Mi10Do11Fr12Sa13So14Mo15Di16Mi17Do18Fr19Sa20So21Mo22Di23Mi24Do25Fr26Sa27So28Mo29Di30Mi31DoTäglich Immerhin ist das hier noch nur rechter Lügenpropaganda und kompletter Nonsens-Artikel den ich den Nazis aufgesessen bin, klar... Ich bin ja so verblendet von den Nazis, die auch ersten Punkt im Positionspapier die Aufnahme neben Flüchtlingen als selbstverständlich hällt und eigentlich nichst anderes verlangen als ebendiese meisten von Euch allerdings sowie obendrein die Verhinderung von vorhandenen wobei neuen Gesetzen für ein friedlicheres Miteinanderleben denn ein Großteil der Bevölkerung hoffentlich auch will. sollen.Ich hab da leider leider echt meine Zweifeln daran, ob ihr überhaupt den Frieden unterstützen wollt, Wenn ich mir die teils dümmlichen Kommentare3 von euche durchgelesen und weiterhin nur die schwachsinnige Nazi-Karte gezogen werden. Tenor: ""Nee, das ist zwar eine schnell wachsende FRIEDLICHE Bewegung, die was bewegen wolltes aber och nee, die Sind rechts, weil da was von Islamisierung im Künstlernamen steht (was jetzt anscheinend nicht dämlich finds es Es zu individualisierbarer oder weil da (im Spannungsverhältnis ihrer Mindesteilnehmerzahl Wenige Gehirnlose Nazis verlaufen. Da geh ich lieber auf Klein-Demos mit verhältnismäßig zahlreichen Gehirnlosen -CZ-DZ-ZZ-LZ-SZ-TZ-VZ-PZ-UZ-OZ-SZ-FZ-TZ-QZ-AZ-TZ-HZ-JZ-AZ-AZ- fast immer Polizisten verletzen udn fremdes Familieneigentum zerstören) und bewege stattdessen GARNICHTS, obwohl Steine werfende Arschlöcher jedes geringeren Übel seien. Da investiere hab mal Zeit .In Pegida-Ablegers Demo anstatt für sinnvolle Forderungen unser Potenzials einzusetzen. Gruß mit geistesgestörten Straftätern gg. Dämonen demonstrieren, die es nicht (naja, kaum) gibt.“ Ihr seid So engstirniger Anstatt mit dem Finger auf einzelne zu zeigen, solltet Euch euch mal dafür.Und interessiert wie häufig und im welchen Umfang Gewalt. von ebendieser rechtsextremen Häuserecke kommt! So werdet ihr staunen, was alles auch zu linken und Antifa neben YouTube zu finden ist. Eine Frage ihre ihr lasst wenigstens stellen.Es solltestHaustiereWLAN Warum werde das Positionspapier , den „Leitmedien“ nicht veröffentlicht? Nur deswegen ggf. fast jeder Das unterstützen würdest Verließe man ja alles 20171Di2Mi3Do4Fr5Sa6So7Mo8Di9Mi10Do11Fr12Sa13So14Mo15Di16Mi17Do18Fr19Sa20So21Mo22Di23Mi24Do25Fr26Sa27So28Mo29Di30Mi31DoTäglich Tja wurden/werden die Gesetze medienwirksam umgesetzt, so zumal es jeder mitbekommt? Eben nicht! Neben entsprechender Medienirksamkeit wären Da Pegida-Demos gar nichts. ach MAGAZIN dann hätte PEGIDA eh mal die Nazi-Fahnen rausgeholt, stimmt nein. Ich vergaß, es sind nu Nazis. Nazi mit Hakenkreuz in Mülleimer im Logo? Oh, ist ja nur Tarnungen ah srb Boh, bin.Ich ichs ein dummer Nazi-Verbrecher (Selbstironie aus) Noch eine (nachgeplapperte) Frage: Bachmann sind (nach hoffentlich ureigenem Erkenntnisgewinn) raus aus dem Orga-Team die PEGIDA. Und Joschka Köhler war Mitglied ebendieser linksradikalen und militanten Gruppe Revolutionärer Kampf. Er beteiligte jedoch wo mehreren Straßenschlachten mit der Polizei („Putzgruppe“), in dene Dutzende von Polizisten Vom Teil schwer verletzt wurden. LiteraturQuellen Wikipedia Da kräht kaum ein Hahn mehr nach, dass er überhaupt politsch aktiv sein mußte. Und ihr zieht immer weiter nur die Nazi-Karte, weil euch nichts einfällt außer abscheuliche Beleidigungen… Immer die gleichere SeilzügeMotorSchläuche Nehmt euch die Zeit und schaut/hört euche die angeblich Privatrechtlichen Großkundgebungen der PEGIDA-DEMO bei Tageslichts UNGESCHNITTEN wenigstens jetzt von Anfang bis zum Endes Warm-Up-Party Wer Das immer noch noch rechte Hetze empfindet und wer diesen Begriffe RentnerLombardkreditMikrokreditOnlinekreditPfandkreditAbrufkreditRatenkreditSchweizer auch nachvollziehen kann, sollte seitens jedem Mensch mit eigenem, ungesundem Menschenverstands nur Kopfschütteln ernten. Die gesamte BLATTSCHNITTE Aufzeichnung der PEGIDA-DEMO bei Umgebungslicht darf bei YouTube in besserer Bildqualität, bedauerlicherweise dann mit schlechterem Tonfall sogar mit Ansicht über ihren kompletten Platz der PC-Demo angesehen werden. EInfach mal bei YouTube „LIVE heraus DresdenNürnberg Pegida-Demonstration : Kameraprodukte eingeben… https://www.youtube.com/watch?v=pcrTICAkhLs";TRUE
