id;description;c2a
972139232824500_aug;Bürgerwehren , gegen dieses linke Gelichter .;True
882034615168296_aug;"gebt der Betrieb von herrn Stöcker , Euroimmun , auch mal ein "" gefällt mir "" , da war auch ein Welle der Empörung :-(";True
989176794454077_aug;mein Gutster bewegt Euch erster Tag der Woche ist Pegida Tag . Wartet nicht bis es zu spät ist .;True
1007130129325410_aug;Richtig so ! Löscht diesen Bodensatz endlich aus !;True
951900038181753_aug;No Way wie in Australien ! ! ! Fahrt sie wieder nach Hause die Seestreitkraft hat genug Schiffe;True
1055261601178929_aug;Hurra , lasst uns alle Länder wo es schlecht geht abtransportieren . Amimerkel kümmert sich :-(;True
857207224317702_aug;Alle sollten sich in Berlin treffen und etwas dagegen wirken ... vorallem wegen des Unfalls der passiert ist ...;True
951878684850555_aug;"Die Kulturbereicherer agieren keine Unterschiede zwischen ihren vermeintlichen Fürsprechern und den Islamgegnern . Für die sind wir alle einfach nur Siff . 
 Das muss ein Schluss innehaben ! 
 Ich bin auch schon der Bevölkerungsmeinung , daß spazieren am Montag bald nichts mehr bringt . 
 Eine echte Gefahr für den Islam sieht anders aus . 
 Wir spazieren gehen und die prügeln , sich bedienen und dealen . 
 Lasst uns doch Montags mal über die Prager Asphalt in Dresden gehen und den Tunesiern den Marsch blasen . 
 Die Landsmann dort , werden es uns etwas vergelten ! 
 Die   Aktionen müssen konkreter werden !";True
857864874251937_aug;Die suche ich hier meisst vergebens , Bodo . Hier ist mir einfach zuviel Hass und Flattermann . Ihr müsst keine Fracksausen haben .;True
862071497164608_aug;"Bitte zergliedern ! Dieses Mitgliedsbeitrag enthält keine Unwahrheiten . Alle hier aufgelisteten Information herkommen von der Sächsischen Journal bzw. dem Verlag dd.vg selbst bzw. sind auf wikipedia ( keine Gewähr ! ) nachzulesen . Dieses sehr gutes Beispiel für zeigt die Macht der Medien und sie ist nicht unschuldig am "" Nicht-Wort der Jahres 2014 "" .";True
882072225164535_aug;BITTE AUCH MAL EUROIMMUN LÜBECK LIKEN . ALS Befolgung !;True
1057706984267724_aug;Wieso noch ersuchen ? Wir um Geld anpumpen doch schon das sie sich verpisst ! Ich wäre für Steinigung ! Sie will doch den islam , soll sie ihn mit Strafe belegen;True
998377556867334_aug;Die Israel-USA , EU-Diktatur und Laden BRD begehen absichtlich einen Genozid in Europa ! Es eintreffen noch über 50 Millionen Moslems und die Grenzen sollen nicht geschlossen werden , obwohl die deutsche Ordnungshüter es für die innere Zuverlässigkeit für erforderlich hält ! Ein Mohammedaner hat durchnittlich vier Frauen und pro Gespons sieben Bälger . Da sind die christlichen Sexsklavinen nicht mit eingerechnet , die ein Musel besitzen darf . Wer in Deutschland nicht nach dem deutschen Staatsverfassung wohnen möchte , muss Deutschland sofort goodbye sagen ! Bitte mit UNO mitteilen . Massenmord und unterlassene Handschlag sind Straftaten ! Alle Täter müssen sofort verhaftet und im Ausland angeklagt werden !;True
855002271204864_aug;Also von mir aus kann Leipzig als Ableger verewigen Wurzeln schlagen ! Müssen aber natürlich endlich ein Bindung Position beziehen und sich einig Werden was wir als Leipziger für Erwartungen haben oder wir die Erwartungen von Pegida glauben und dafür auch zusammen gehen ! Aber es muss zwischen LEGIDA und PEGIDA ein Consulting statt vorfinden !;True
925379464167144_aug;Na , Ralph , 20 Jährchen hast du sicher noch .... eine lange Zeit- am besten , du kommst zu uns in den Morgenland , da besteht noch Erwartung !;True
858545610850530_aug;I am half German , so I have every empathy with them . Why are the Brits so lazy , they couldn't organise a birthday party let alone an important stand against something that is so horrific . Please give it a rest you are wasting your time . I believe in what they say and always will . Open you eyes !;True
858005820904509_aug;Romy Lösch-Kooistra ja , ich weiss ! ! ! Da war ich doch auch dabei . Kannst Du Deine Nachbarn bitte mal heischen , wo man das Piepen für Ruhetag herbekommt ? Oder mir den Interaktion Du Deinen Nachbarn fertigen ?;True
856756301029461_aug;Verpiss dich mit deinem Simulierung account . .. troll wo anders rum .;True
1064345083603914_aug;"Sachsen lass dich nicht Mundtot machen : 
 Doch kommt der Sachse nach Berlin , dort könn'se ihn nich ' Leiden ! 
 Da wolln'sen eene drüber ziehn , da wolln'se mit ihm das Kriegsbeil ausgraben ! 
 Und tut mern ooch veräppeln - sei ' Liedchen singt er eisern";True
960921797279577_aug;Raussssssssss ! ! ! Schnell;True
887997697905321_aug;[ @IND ] , Die AfD erledigt sich selber . Zudem ist sie nicht mehr als ein Liebediener der Interessenorganisation . Wer der Stimmung in der Öffentlichkeit war / ist , dass sie die Interessen der Volk wahrnimmt , ist ein Todel . Mal bitte die Biografie vom Leerstelle u. Henkel im Internet nachschlagen .;True
857870044251420_aug;Jose , ich auch nicht , aber ich habe mir selbst ein Gemälde davon gemacht . Google mal nach Broder und Islam oder Werner Patzelt , die texten gut .;True
1105470902824665_aug;Wehrt euch ! ? ? ? ? ? ? ? ? ? ? ? ?;True
993924317312658_aug;"Nicht "" Bitte "" hau ab , IM Erika !";True
1057722640932825_aug;Spendenaufruf für nen Grenzzaun darangehen zu , ich bin dabei . Bestimmt auch 85 % der Deutschen ! ! ! !;True
1096372573734498_aug;einfach die lkws vorran und einfach drüber plätten . wer eine Erpressung versucht ist ein Täter und hat so oder so keinerlei ansprich mehr auf irgdendwas ...;True
1108101355894953_aug;Freund und Helfer und / oder Strategie ist nicht gewillt etwas gegen diese Terroristen im Links-grünen Kleider zu unternehmen , wenn wir es nicht selbst mal langsam in die Kralle fahren , wird sich auch nichts zum Positiven bearbeiten .;True
960858840619206_aug;Power mal , würde ich zum Inhalt haben .....;True
856744464363978_aug;"Man ( n ) sollte Sport und Strategie partagieren können . 
 Erkläre bitte , warum die SGD bei der Gegendemo auflief";True
1057939997577756_aug;"Hervorragend !   schimmernde Wehr   und Trachtengruppe an die grenze und Aggradation der Kameltreiber vermeiden . So wird das Amiflittchen auch nicht ihren längerfristig ausgerichtetes Handeln vornehmen , erdogan in die EU einzuschleusen . Dann wären wir frei erpreßbar , mit Millionen von zur Regel gehaltenen Landnehmern . Wir walten das selber , wir verrammeln die grenzen .   "" Balkanroute "" so schnell als möglich verriegeln . Alles barrikadieren ! ! Wir müssen diesen Gangstern was in Relation setzen . zurück nach dahin wo sie hergekommen sind .";True
1064731456898610_aug;"# Sachsen # Lebensqualität # SoGehtSächsisch 

 Werte die Alten , ihr wollt die bestmögliche Eröffnung für eure nächste Generation , ihr wollt , dass sie eine sicherere , leistungsfördernde Lernumgebung haben ? 

 Dann # KommtNachSachsen , da wo deutsche Sprache in der Penne keine Fremdsprache ist ! ( y ) :-)";True
1136963573008731_aug;Grenzen dicht . Das ist der beste Verantwortung auch gegen Kriminalität . Aber unsere linken Herrscher sind ja selber kriminell .;True
1111338595571229_aug;Das ist doch alles nur solange menschenunwürdig wenn es Fremdling trifft . Lieber sollte man erstmal die Verdrießlichkeiten des eigenen Volke zu Potte kommen . Das ist an unfairness nicht mehr zu über zusammenfinden . Die deutschen dürfen den Kitt vom Fenster wegspachteln und Fremdstämmiger Zuhause haben im saus und braus . Das Zwang ablassen ! ! !;True
855039184534506_aug;Last uns doch am erster Tag der Woche alle bei Grönemeyer aus der Erde kommen ( zeitig genug natürlich ) damit der Gegend voll ist , der würde Augen walten .;True
985891601449263_aug;"Diese Demos sollten Montags nicht nur in Dresden   statt   finden sondern in ganz Deutschland   gleichzeitig   mit Sirenen Ton   um eine gewisse Zeit . DIE GANZE WELT SOLL ES MITBEKOMMEN .. NICHT NUR ÜBER FACEBOOK .     
 Wenn wir Deutschland , Montags   Abend   vom Kosmos beäugen , leuchtet uns nur ein kleines Helligkeit   entgegen . Dresden   Pegida Demo .Wenn aber um die gleiche Zeit in ganz Deutschland Montags   Demonstriert   wird   dann sieht man vom Sphäre aus ein großes   Helligkeit aufblinken , Unser Deutschland .....";True
960912113947212_aug;Til Schweiger Handel verweigern;True
994064907298599_aug;"Die Ösi handeln es uns vor , die FPÖ wird zweitstärkste politische Partei   ? 
 https://www.youtube.com/watch?v=WzcmLKr__FM ( y )";True
856786097693148_aug;"Ich werde nicht weiter wörteln , da ich es mir nicht zur Thema handeln möchte euch Idioten aufzuklären was falsch an eurem sicherstellen ist ... 
 Wenn es euer Wunschliste ist lieber Kartoffeln als Leute zu sein dann soll es so sein 
 ABER LASST DEN Rudiment DER MENSCHHEIT IN RUHE ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !";True
945835278788229_aug;Beherrschung den Flüchtlingen und ihren Helfern das Dasein so schwer wie möglich ! ! ! Dann stiften gehen sie weiter ! ! ! !;True
982740041764419_aug;"Gewalt mit und unterschreibt : Für eine Amtsamufhebung der Gemahlin Merkel : 

 https://www.change.org/p/wir-fordern-das-misstrauensvotum-gegen-frau-merkel-sofortige-amtsenthebung-frau-merkels?recruiter=50641341&utm_source=share_petition&utm_medium=facebook&utm_campaign=autopublish&utm_term=mob-md-no_src-reason_msg&fb_ref=Default";True
993939277311162_aug;Fatima Merkel treten sie endlich zurück wir können ihren Anblick nicht mehr dulden !;True
1055584467813309_aug;Schotten dicht , sofort !;True
857453407626417_aug;"[ @IND ] . Statt zu sich mit jemandem anlegen und Händel suchen , versucht euch zu briefen was wirklich passiert bei PEGIDA in Dresden ! Im Netz : pegida.de  
 Ich kann selber Rechnung tragen und meine Texte aufschreiben und tu das auch . 
 Ich brauch auch keiner Nachricht von irgendeiner S. nachplappern , ich mach mir im Oppositionswort zu euch selber ein Bild ! Das solltet ihr auch mal verführen , statt mit Vorurteilen einfach um euch zu schleudern ! 
 Bitte differenzieren ! Ich sympathisiere mit PEGIDA Dresden , mit KEINER anderen … GIDA , da ich mich nur mit Dresden bisher beschäftigt habe ! ! !  

 Nichts als festgefahrene , lächerliche Vorurteile die ihr habt ! Macht die Augen mal auf und nehmt euch zwei , drei Stunden für eigene Recherchen Zeit ! Nur dumm sich auslassen ist einfacher ! 
 Für euch steht fest , wenn bei PEGIDA ein paar Nazi-Trottel mitlaufen , dann ist PEGIDA automatisch rechts . Was für ein dummes , lächerliches Argument .  

 Wenn aber bei Links / Bündnisgrüne / Bunten ( nur ein paar ? ) radikale Gewaltverbrecher bei fast jeder Kundgebung die Bullen ( zum Baustein mit Steinen , Flaschen und Messern ) angreifen und fremdes Besitzung niederreißen , lauft ihr lieber dort mit , verschweigt die stetigen Gewalttaten lieber , schaut beschämt weg oder applaudiert sogar noch zu Nötigungen gegenüber unbeteiligten Autofahrern und Bahnreisenden zu den "" gelungenen "" kriminellen Sitzblockaden auf Straßen und Anschlägen auf Bahnsignalanlagen , die durchaus auch mal in einer Katastrophe nicht fortsetzen können , das auch völlig unbeteiligte Leute das irdisches Dasein probieren könnte . Davon distanziert sich kaum ein Politiker medienwirksam . Die meisten Gewalttaten werden erst gar nicht publiziert oder entsprechend der Veranlagung bekannt gemacht . 
 Leitmedien-Zitat : „ Terz am Rote Rübe der PEGIDA-Demo “ – JA VON WEM DENN ? ? ? 
 Anführung : „ Reporter während PEGIDA-Demo angegriffen “ – JA VON WEM DENN ? ? ? 

 Natürlich ist das jetzt wieder nur rechte Manipulation und kompletter Hanswurstiade , dem ich den Nazis aufgesessen bin , klar ... Ich bin ja so verblendet von den Nazis , die als ersten Kiste im Positionspapier die Eingang von Flüchtlingen als selbstverständlich hält und eigentlich nichts anderes sich verzehren nach als die meisten von euch auch sowie obendrein die Durchsetzung von bestehenden und neuen Gesetzen für ein friedlicheres Wiedersehen , was ein Gutteil der Bevölkerung hoffentlich auch will .  

 Ich hab da leider momentan echt meine Vorbehalte daran , ob ihr überhaupt den Frieden gutes Wort einlegen für wollt , wenn ich mir die teils dümmlichen Kommentierung von euch durchlese und stets nur die schwachsinnige Nazi-Karte gezogen wird .  

 grundsätzliche Einstellung : "" Nee , das ist zwar eine schnell wachsende FRIEDLICHE Wir haben nicht den ganzen Tag Zeit , die was beeinflussen könnte , aber och nee , die sind rechts , weil da was von Islamisierung im Ruf steht ( was ich übrigens auch doof finde es so zu personalisieren ) und weil da ( im Proportion zur Teilnehmerzahl ) wenige Gehirnlose Nazis mitlaufen . Da geh ich lieber auf Klein-Demos mit verhältnismäßig vielen Gehirnlosen ( die fast immer Polizisten Vertrag nicht einhalten und fremdes Eigentum in Trümmer legen ) und bewege lieber GARNICHTS , weil Mäuse werfende Arschlöcher das geringere Übeltat sind . Da investiere ich lieber Uhrzeit in Anti-PEGIDA Demos anstatt für sinnvolle Außenstände mein Anlage einzusetzen . Lieber mit geistesgestörten Gewalttätern gegen Geister vorstellen , die es nicht ( naja , kaum ) gibt . “ 
 Ihr seid so engstirnig . 
 Anstatt mit dem Handglied auf andere zu zeigen , solltet ihr euch mal dafür interessiert wie häufig und im welchen Ausdehnung Gewalt von der linksradikalen Winkel kommt ! Da werdet ihr Bauklötze staunen , was alles auch zu Linken und Antifa bei YouTube zu vorfinden ist .  

 Eine Causa die ihr euch mal stellen solltet : 
 Warum wird das Positionspapier in den „ Leitmedien “ nicht veröffentlicht ? Nur weil evtl. fast jeder das sich engagieren für würde ( kennt man ja alles schon ) ? Und wurden / werden die Recht medienwirksam umgesetzt , so dass es jeder mitbekommt ? Eben nicht ! Bei entsprechender Medienirksamkeit gäbe es PEGIDA gar nicht . 
 Ach nee , dann hätte PEGIDA ja gleich die Nazi-Fahnen rausgeholt , stimmt ja . Ich vergaß , es sind ja Nazis . Nazis mit Hakenkreuz im Abfallbehälter im Logo ? Oh , ist ja nur Tarnung , ah ja ! 
 Boh , bin ich ein dummer Nazi-Mitläufer … ( Selbstironie aus )  

 Noch eine ( nachgeplapperte ) Kiste : 
 Bachmann ist ( nach hoffentlich eigenem Erkenntnisgewinn ) raus aus dem Orga-Team der PEGIDA . 
 Und Joschka Fischer war Mitglied in einer Gewerkschaft der linksradikalen und militanten Kapelle Revolutionärer Waffengang . Er beteiligte sich an mehreren Straßenschlachten mit der weiße Mäuse ( „ Putzgruppe “ ) , in denen Dutzende von Polizisten zum Glied schwer verletzt wurden . ( Quelle : Wikipedia ) Da kräht kaum ein Hahn mehr nach , dass er überhaupt politisch aktiv sein durfte . 
 Und ihr zieht immer weiter nur die Nazi-Karte , weil euch nichts einfällt außer menschenverachtende Beleidigungen … Immer die gleiche Leier …  

 Nehmt euch die Uhrzeit und schaut / hört euch die angeblich „ rechten Hetzreden “ der PEGIDA-DEMO bei Tageslicht UNGESCHNITTEN wenigstens mal von Anfang bis zum Ende an ! 
 Wer das immer noch als rechte Agitation empfindet und wer den Vorstellung „ Lügenpresse “ nicht kennen kann , wird von jedem Individuum mit eigenem , gesundem Menschenverstand nur Kopfschütteln Ernte einfahren .  

 Die gesamte UNGESCHNITTENE Dokumentation der PEGIDA-DEMO bei Tageslicht kann bei YouTube in besserer Bildqualität , leider dann mit schlechterem Schattierung auch mit Meinung über den gesamten Region der Demo angesehen werden . Einfach mal bei YouTube „ LIVE aus Dresden : Pegida-Demonstration - Stand-Kamera “ einhändigen … 

 https://www.youtube.com/watch?v=pcrTICAkhLs";True
857649270940164_aug;Geh dahin wo du herkommst Muraddin- hier will dich niemand bieten !;True
